iter	Logloss
358	0.3532501589
359	0.3529381562
360	0.3526676921
361	0.3525012438
362	0.3524088125
363	0.352179784
364	0.3518624748
365	0.3517156944
366	0.3515712056
367	0.3513917252
368	0.3510935737
369	0.3507828386
370	0.3506609487
371	0.3503812739
372	0.3501061212
373	0.3500113277
374	0.349677131
375	0.3494656644
376	0.3494093925
377	0.3491650963
378	0.349056161
379	0.3489423983
380	0.3487458983
381	0.348584873
382	0.3484796389
383	0.348330517
384	0.3481456483
385	0.3480622138
386	0.3478149584
387	0.3476550699
388	0.3473129268
389	0.3471069342
390	0.3469879895
391	0.3468319052
392	0.3466972379
393	0.3464088376
394	0.3462568213
395	0.34625276
396	0.3461095491
397	0.3460366326
398	0.3457438282
399	0.3456087061
400	0.3453752436
401	0.3450713555
402	0.3448603177
403	0.3447304246
404	0.3441834871
405	0.3438563013
406	0.3436660751
407	0.3435758071
408	0.3433790241
409	0.3433047808
410	0.3432392639
411	0.3431866685
412	0.3430109493
413	0.3429428516
414	0.3427001131
415	0.3422896347
416	0.3420294909
417	0.3418295073
418	0.341614204
419	0.3414547762
420	0.3412419788
421	0.3411124108
422	0.3409919363
423	0.3408344158
424	0.3407050694
425	0.3403927405
426	0.3401770065
427	0.3401059154
428	0.3399859591
429	0.3397579049
430	0.3397391536
431	0.3396661716
432	0.3393072212
433	0.3391852766
434	0.3391723831
435	0.3389450903
436	0.3389100311
437	0.3387976112
438	0.3386010446
439	0.3384877495
440	0.3383196992
441	0.3381332635
442	0.3380724709
443	0.3378490243
444	0.3376082708
445	0.3375466585
446	0.3373139728
447	0.3371505103
448	0.3370351589
449	0.3368743222
450	0.3365182419
451	0.3361942499
452	0.3359058664
453	0.3356875927
454	0.3355174783
455	0.3352482809
456	0.3350777185
457	0.3349903034
458	0.334696297
459	0.3345625259
460	0.3342896345
461	0.3339770929
462	0.3337515181
463	0.3335417581
464	0.333403238
465	0.333260451
466	0.3332006054
467	0.3327689172
468	0.3326360738
469	0.3325383267
470	0.332436974
471	0.3322276745
472	0.3320317972
473	0.3319525288
474	0.3316173312
475	0.3314980837
476	0.3314296081
477	0.3312721116
478	0.3311642806
479	0.3309335164
480	0.3308217031
481	0.3308138342
482	0.3306072484
483	0.330446412
484	0.330269069
485	0.3300461035
486	0.3299160523
487	0.3297221233
488	0.3296655739
489	0.3295558588
490	0.3293676447
491	0.3290256473
492	0.3288366653
493	0.3286514276
494	0.3284960652
495	0.3283653279
496	0.3281543152
497	0.3279471591
498	0.3277875147
499	0.3276356153
500	0.3275402161
501	0.3273354827
502	0.3271843357
503	0.3269324406
504	0.3264778141
505	0.3263555649
506	0.3261694969
507	0.3260668871
508	0.3258062711
509	0.3256081361
510	0.325457295
511	0.3253558132
512	0.3250925851
513	0.3249770671
514	0.3248538302
515	0.3248199826
516	0.3247722715
517	0.3244947387
518	0.324299563
519	0.3240151179
520	0.3238620217
521	0.3237025427
522	0.3235990756
523	0.3233394561
524	0.3232341942
525	0.322963371
526	0.3228158886
527	0.3227475519
528	0.32273819
529	0.3226680503
530	0.3226247913
531	0.3225080825
532	0.3223869009
533	0.3223116148
534	0.3221045668
535	0.3218929845
536	0.3217110874
537	0.3215995645
538	0.3215832259
539	0.3214216204
540	0.3214055768
541	0.3213194265
542	0.3212624967
543	0.3210814177
544	0.3209116889
545	0.3207225023
546	0.320640587
547	0.3202385611
548	0.3200539003
549	0.3199930885
550	0.319877822
551	0.3195898436
552	0.3194671004
553	0.3194060455
554	0.3192833125
555	0.3190638415
556	0.3189395647
557	0.3188583285
558	0.318785301
559	0.318718654
560	0.3184783163
561	0.3182022066
562	0.318155685
563	0.318004451
564	0.3177473864
565	0.3175827525
566	0.317527132
567	0.3172314982
568	0.3169037249
569	0.3167117731
570	0.3167001949
571	0.3166428393
572	0.3164193287
573	0.3161656873
574	0.3160248532
575	0.3159398441
576	0.3158024766
577	0.3156259662
578	0.3155396619
579	0.3152838593
580	0.3152728577
581	0.3151307428
582	0.3148708068
583	0.3147345312
584	0.3145262458
585	0.3142977369
586	0.313999779
587	0.3138563542
588	0.3137750608
589	0.3136445053
590	0.3134980274
591	0.3133082786
592	0.3130739077
593	0.3129093215
594	0.3126398734
595	0.3124499002
596	0.3124072291
597	0.312115144
598	0.3120542075
599	0.3119841173
600	0.3118826365
601	0.3116298027
602	0.3115858573
603	0.3112902508
604	0.3111956085
605	0.3110919889
606	0.3107995186
607	0.3105445177
608	0.3105041771
609	0.310242385
610	0.3100774222
611	0.3100176105
612	0.3098322657
613	0.3096766063
614	0.309381127
615	0.3092732976
616	0.3090838582
617	0.3089951316
618	0.308817017
619	0.3086471388
620	0.3084224887
621	0.3083038111
622	0.3082422096
623	0.3079910002
624	0.3078173067
625	0.3077154881
626	0.3075267623
627	0.3072700055
628	0.3071535336
629	0.3069787849
630	0.30684723
631	0.3068119869
632	0.3067509201
633	0.3065569694
634	0.3065057362
635	0.3063726297
636	0.3061646066
637	0.3059964961
638	0.3059133252
639	0.3058814863
640	0.3057088668
641	0.3055991759
642	0.3055447511
643	0.3053619065
644	0.3052785911
645	0.3051599701
646	0.3050515515
647	0.3048634071
648	0.3047959264
649	0.3046573871
650	0.3044847295
651	0.3044143899
652	0.3041265861
653	0.304084537
654	0.3040181595
655	0.3038268043
656	0.3036610384
657	0.3034349032
658	0.3034236806
659	0.3033877478
660	0.3031128815
661	0.3028796406
662	0.3028138234
663	0.3026181965
664	0.302561426
665	0.3023809278
666	0.302288547
667	0.3021435882
668	0.301907657
669	0.3017398458
670	0.3016845029
671	0.3015524878
672	0.3014687168
673	0.3013336755
674	0.3011243063
675	0.3009364025
676	0.300727225
677	0.3006364355
678	0.3004027644
679	0.3003031252
680	0.3002666316
681	0.3001130613
682	0.3000013519
683	0.2998328768
684	0.2996130341
685	0.2994437689
686	0.299259813
687	0.2991806013
688	0.2989858488
689	0.2989120142
690	0.2988107896
691	0.2988044628
692	0.2987253548
693	0.2985502084
694	0.2983738563
695	0.2980972498
696	0.297909112
697	0.2977446492
698	0.2976237506
699	0.2975520938
700	0.2974150066
701	0.2973307906
702	0.2970455657
703	0.2969656528
704	0.2967002832
705	0.2964585866
706	0.2962446228
707	0.2961451916
708	0.2959935556
709	0.2957265599
710	0.2956394168
711	0.2955435083
712	0.2953895948
713	0.2949784455
714	0.2947478549
715	0.2947019577
716	0.2945695481
717	0.2943878377
718	0.2941496017
719	0.2940595226
720	0.293950295
721	0.2938124173
722	0.2936873793
723	0.2935138753
724	0.293360556
725	0.2931727262
726	0.2931110908
727	0.293035399
728	0.2930051562
729	0.2928581545
730	0.2927313679
731	0.2925999383
732	0.2924565462
733	0.2922712974
734	0.2920316976
735	0.2918802373
736	0.2918723073
737	0.2918332566
738	0.2917698596
739	0.2914981007
740	0.2913843191
741	0.2912878867
742	0.2911309633
743	0.2908708277
744	0.2907653596
745	0.2905785773
746	0.2904602661
747	0.2903181331
748	0.2902067058
749	0.2901358046
750	0.2898857219
751	0.2897607692
752	0.2894412549
753	0.2893167005
754	0.2891879193
755	0.2890757427
756	0.2887809223
757	0.2887159441
758	0.288645859
759	0.2885479089
760	0.2884059276
761	0.2882184013
762	0.2880466454
763	0.2878625468
764	0.2877268064
765	0.2876454095
766	0.2873777737
767	0.2871913386
768	0.286900657
769	0.286819094
770	0.2866292251
771	0.2864208898
772	0.286240439
773	0.2860556647
774	0.2858891277
775	0.2858055078
776	0.2856827031
777	0.2855862926
778	0.2854203162
779	0.2852320213
780	0.2850822955
781	0.2849286255
782	0.2847013534
783	0.2846252922
784	0.2845437991
785	0.2843690524
786	0.2842941563
787	0.2841227553
788	0.283972948
789	0.2838871703
790	0.2836517059
791	0.2835079608
792	0.2834193797
793	0.283253683
794	0.2831614184
795	0.2830438328
796	0.2828860473
797	0.2827600155
798	0.2826264327
799	0.2825100684
800	0.2822646808
801	0.2820450747
802	0.2818852114
803	0.2817957516
804	0.2816447599
805	0.2815051939
806	0.2813162238
807	0.2811949081
808	0.2808911996
809	0.2807571428
810	0.280727115
811	0.2806968707
812	0.2805364155
813	0.2804331656
814	0.2802361699
815	0.2801902663
816	0.2801255496
817	0.280007202
818	0.2797801143
819	0.27964417
820	0.2794687776
821	0.2793380521
822	0.2792013811
823	0.2791714481
824	0.2791261608
825	0.2790397409
826	0.2788740292
827	0.2786319921
828	0.2784954753
829	0.2782821742
830	0.2781248024
831	0.2780813559
832	0.2779841792
833	0.2778304622
834	0.2777227014
835	0.2774687423
836	0.2773010573
837	0.2772963633
838	0.2771645226
839	0.2770096106
840	0.276784219
841	0.2765627049
842	0.2764823172
843	0.2763926333
844	0.2761820568
845	0.2760964685
846	0.2758828582
847	0.2757962925
848	0.2756758339
849	0.275640519
850	0.2755135186
851	0.2753653323
852	0.2752913489
853	0.2751937016
854	0.2751337833
855	0.2749380155
856	0.2748065788
857	0.2746581241
858	0.2743775965
859	0.2742013783
860	0.2739687741
861	0.2738274056
862	0.2736228407
863	0.2734763316
864	0.2733991999
865	0.27321384
866	0.2730534286
867	0.272858008
868	0.2727987903
869	0.2726023196
870	0.2722654611
871	0.272056332
872	0.2716925512
873	0.2716350397
874	0.2713333915
875	0.2711878567
876	0.2710921944
877	0.2710488078
878	0.2708931695
879	0.2707000278
880	0.2705230922
881	0.2704036562
882	0.2701350357
883	0.2699844265
884	0.2698712532
885	0.2697029961
886	0.2696077858
887	0.2695302865
888	0.2694207588
889	0.2693666328
890	0.2692833472
891	0.268978827
892	0.2688223389
893	0.2686469467
894	0.2685568461
895	0.2684052719
896	0.2682468295
897	0.2681829455
898	0.2680631917
899	0.2678072299
900	0.2675384098
901	0.2673075379
902	0.2671058813
903	0.2669031933
904	0.2667096537
905	0.2666049259
906	0.2665227613
907	0.2664797799
908	0.2664308962
909	0.2664047111
910	0.2662480593
911	0.2661407119
912	0.265987286
913	0.2659538098
914	0.2658948536
915	0.2656586831
916	0.2656157645
917	0.2654476962
918	0.2652825825
919	0.265097993
920	0.2650543051
921	0.2647695163
922	0.2646477008
923	0.2645620916
924	0.2643743836
925	0.2640458478
926	0.263970795
927	0.2639045241
928	0.2637352387
929	0.263546852
930	0.2634006285
931	0.2631865509
932	0.2630880111
933	0.2629747954
934	0.2628656572
935	0.2626222588
936	0.2624991055
937	0.2623953651
938	0.2621762169
939	0.2621227867
940	0.2617854099
941	0.2616187578
942	0.2615231255
943	0.2614131188
944	0.2613809131
945	0.2612312338
946	0.2610519357
947	0.2608462624
948	0.2606971386
949	0.2606786867
950	0.2604802554
951	0.2604028858
952	0.2603253002
953	0.2601152668
954	0.2599629051
955	0.2596839327
956	0.2596017933
957	0.2594710508
958	0.2593104743
959	0.2592405179
960	0.2591589268
961	0.2590622002
962	0.2589834975
963	0.2588190007
964	0.2587550649
965	0.2585886782
966	0.2584630475
967	0.2582858328
968	0.2581815957
969	0.2581375632
970	0.2579755762
971	0.2578275227
972	0.2577302164
973	0.2575164206
974	0.2573493264
975	0.2572298456
976	0.2571233101
977	0.2570118578
978	0.2569110936
979	0.2567168206
980	0.2566232167
981	0.2564664807
982	0.2563206102
983	0.256217933
984	0.2561178148
985	0.2559994645
986	0.2559704677
987	0.2557850336
988	0.2556282762
989	0.2555984337
990	0.2554454049
991	0.2552794002
992	0.2550679532
993	0.254921408
994	0.2548536791
995	0.2547647842
996	0.2546174544
997	0.2545651375
998	0.2542555305
999	0.254192293
